 	Nucl_A_5pUTR	Nucl_T_5pUTR	Nucl_G_5pUTR	Nucl_C_5pUTR
MSMEG_4375	NA	NA	NA	NA
MSMEG_4376	NA	NA	NA	NA
MSMEG_4377	NA	NA	NA	NA
MSMEG_4378	NA	NA	NA	NA
MSMEG_4379	0.5	0	0.4	0.1
MSMEG_4380	NA	NA	NA	NA
MSMEG_4381	NA	NA	NA	NA
MSMEG_4382	NA	NA	NA	NA
MSMEG_4383	0.2333	0.2	0.2667	0.3
MSMEG_4384	NA	NA	NA	NA
MSMEG_4385	0.1975	0.1358	0.2593	0.4074
MSMEG_4386	NA	NA	NA	NA
MSMEG_4387	NA	NA	NA	NA
MSMEG_4388	NA	NA	NA	NA
MSMEG_4389	NA	NA	NA	NA
MSMEG_4390	NA	NA	NA	NA
MSMEG_4391	NA	NA	NA	NA
MSMEG_4392	0.2115	0.1154	0.3365	0.3365
MSMEG_4393	NA	NA	NA	NA
MSMEG_4394	NA	NA	NA	NA
MSMEG_4395	0.3111	0.1778	0.2222	0.2889
MSMEG_4396	0.1951	0.1951	0.3415	0.2683
MSMEG_4397	NA	NA	NA	NA
MSMEG_4398	NA	NA	NA	NA
MSMEG_4399	0.211	0.1697	0.3028	0.3165
MSMEG_4400	NA	NA	NA	NA
MSMEG_4401	0.0909	0.2727	0.2727	0.3636
MSMEG_4402	0.2243	0.1869	0.4206	0.1682
MSMEG_4403	NA	NA	NA	NA
MSMEG_4404	NA	NA	NA	NA
MSMEG_4405	NA	NA	NA	NA
MSMEG_4406	NA	NA	NA	NA
MSMEG_4407	NA	NA	NA	NA
MSMEG_4408	NA	NA	NA	NA
MSMEG_4409	NA	NA	NA	NA
MSMEG_4410	0.2083	0.125	0.3889	0.2778
MSMEG_4411	NA	NA	NA	NA
MSMEG_4412	NA	NA	NA	NA
MSMEG_4413	NA	NA	NA	NA
MSMEG_4414	NA	NA	NA	NA
MSMEG_4415	NA	NA	NA	NA
MSMEG_4416	NA	NA	NA	NA
MSMEG_4417	NA	NA	NA	NA
MSMEG_4418	NA	NA	NA	NA
MSMEG_4419	NA	NA	NA	NA
MSMEG_4420	NA	NA	NA	NA
MSMEG_4421	NA	NA	NA	NA
MSMEG_4422	NA	NA	NA	NA
MSMEG_4423	NA	NA	NA	NA
MSMEG_4424	NA	NA	NA	NA
MSMEG_4425	NA	NA	NA	NA
MSMEG_4426	NA	NA	NA	NA
MSMEG_4427	NA	NA	NA	NA
MSMEG_4428	NA	NA	NA	NA
MSMEG_4429	NA	NA	NA	NA
MSMEG_4430	0.2324	0.1831	0.2817	0.3028
MSMEG_4431	0.2143	0.1429	0.4286	0.2143
MSMEG_4432	NA	NA	NA	NA
MSMEG_4433	NA	NA	NA	NA
MSMEG_4434	NA	NA	NA	NA
MSMEG_4435	NA	NA	NA	NA
MSMEG_4436	NA	NA	NA	NA
MSMEG_4437	NA	NA	NA	NA
MSMEG_4438	NA	NA	NA	NA
MSMEG_4439	NA	NA	NA	NA
MSMEG_4440	NA	NA	NA	NA
MSMEG_4441	NA	NA	NA	NA
MSMEG_4442	NA	NA	NA	NA
MSMEG_4443	NA	NA	NA	NA
MSMEG_4444	NA	NA	NA	NA
MSMEG_4445	NA	NA	NA	NA
MSMEG_4447	NA	NA	NA	NA
MSMEG_4448	NA	NA	NA	NA
MSMEG_4449	0.3265	0.2245	0.2245	0.2245
MSMEG_4450	0.3429	0.1429	0.2286	0.2857
MSMEG_4451	NA	NA	NA	NA
MSMEG_4453	0.1848	0.1848	0.3091	0.3212
MSMEG_4454	NA	NA	NA	NA
MSMEG_4455	NA	NA	NA	NA
MSMEG_4456	NA	NA	NA	NA
MSMEG_4457	NA	NA	NA	NA
MSMEG_4458	0.2903	0.129	0.2258	0.3548
MSMEG_4459	NA	NA	NA	NA
MSMEG_4460	0.1516	0.1473	0.3297	0.3714
MSMEG_4461	0.2407	0.1481	0.3519	0.2593
MSMEG_4462	NA	NA	NA	NA
MSMEG_4463	NA	NA	NA	NA
MSMEG_4464	NA	NA	NA	NA
MSMEG_4465	NA	NA	NA	NA
MSMEG_4466	NA	NA	NA	NA
MSMEG_4467	NA	NA	NA	NA
MSMEG_4468	NA	NA	NA	NA
MSMEG_4469	NA	NA	NA	NA
MSMEG_4470	NA	NA	NA	NA
MSMEG_4471	NA	NA	NA	NA
MSMEG_4472	NA	NA	NA	NA
MSMEG_4473	NA	NA	NA	NA
MSMEG_4474	NA	NA	NA	NA
MSMEG_4475	NA	NA	NA	NA
MSMEG_4476	0.2769	0.0923	0.3385	0.2923
MSMEG_4477	NA	NA	NA	NA
MSMEG_4479	0.2308	0.2308	0.2692	0.2692
MSMEG_4480	0.1561	0.1503	0.3064	0.3873
MSMEG_4481	0.1213	0.1506	0.3975	0.3305
MSMEG_4482	NA	NA	NA	NA
MSMEG_4483	0	0	1.0	0
MSMEG_4484	NA	NA	NA	NA
MSMEG_4485	NA	NA	NA	NA
MSMEG_4486	0.4737	0.2632	0.1053	0.1579
MSMEG_4487	NA	NA	NA	NA
MSMEG_4488	NA	NA	NA	NA
MSMEG_4489	NA	NA	NA	NA
MSMEG_4490	NA	NA	NA	NA
MSMEG_4491	NA	NA	NA	NA
MSMEG_4492	NA	NA	NA	NA
MSMEG_4493	NA	NA	NA	NA
MSMEG_4494	NA	NA	NA	NA
MSMEG_4495	NA	NA	NA	NA
MSMEG_4496	NA	NA	NA	NA
MSMEG_4497	0.3684	0.0351	0.2456	0.3509
MSMEG_4498	NA	NA	NA	NA
MSMEG_4499	0.4167	0.1458	0.3125	0.125
MSMEG_4500	NA	NA	NA	NA
MSMEG_4501	NA	NA	NA	NA
MSMEG_4502	NA	NA	NA	NA
MSMEG_4503	NA	NA	NA	NA
MSMEG_4504	0.2169	0.1627	0.3253	0.2952
MSMEG_4505	NA	NA	NA	NA
MSMEG_4506	NA	NA	NA	NA
MSMEG_4507	0.1509	0.1321	0.3585	0.3585
MSMEG_4508	NA	NA	NA	NA
MSMEG_4509	NA	NA	NA	NA
MSMEG_4510	NA	NA	NA	NA
MSMEG_4511	NA	NA	NA	NA
MSMEG_4512	NA	NA	NA	NA
MSMEG_4513	NA	NA	NA	NA
MSMEG_4514	NA	NA	NA	NA
MSMEG_4515	NA	NA	NA	NA
MSMEG_4516	NA	NA	NA	NA
MSMEG_4517	NA	NA	NA	NA
MSMEG_4518	0.2	0.1333	0.3	0.3667
MSMEG_4519	NA	NA	NA	NA
MSMEG_4520	NA	NA	NA	NA
MSMEG_4521	NA	NA	NA	NA
MSMEG_4522	NA	NA	NA	NA
MSMEG_4523	NA	NA	NA	NA
MSMEG_4524	NA	NA	NA	NA
MSMEG_4525	NA	NA	NA	NA
MSMEG_4526	NA	NA	NA	NA
MSMEG_4527	0.1682	0.2182	0.2773	0.3364
MSMEG_4528	NA	NA	NA	NA
MSMEG_4529	NA	NA	NA	NA
MSMEG_4530	NA	NA	NA	NA
MSMEG_4531	NA	NA	NA	NA
MSMEG_4532	NA	NA	NA	NA
MSMEG_4533	0.1449	0.2464	0.2899	0.3188
MSMEG_4534	NA	NA	NA	NA
MSMEG_4535	NA	NA	NA	NA
MSMEG_4536	0.09	0.3175	0.2512	0.3412
MSMEG_4537	0.2647	0.0588	0.2353	0.4412
MSMEG_4538	NA	NA	NA	NA
MSMEG_4539	NA	NA	NA	NA
MSMEG_4540	NA	NA	NA	NA
MSMEG_4541	NA	NA	NA	NA
MSMEG_4542	NA	NA	NA	NA
MSMEG_4543	NA	NA	NA	NA
MSMEG_4544	NA	NA	NA	NA
MSMEG_4545	NA	NA	NA	NA
MSMEG_4547	NA	NA	NA	NA
MSMEG_4548	NA	NA	NA	NA
MSMEG_4549	NA	NA	NA	NA
MSMEG_4550	0.1406	0.2552	0.3906	0.2135
MSMEG_4551	NA	NA	NA	NA
MSMEG_4552	NA	NA	NA	NA
MSMEG_4553	NA	NA	NA	NA
MSMEG_4554	NA	NA	NA	NA
MSMEG_4555	0.2236	0.1499	0.3366	0.2899
MSMEG_4556	0.4444	0	0.1111	0.4444
MSMEG_4557	NA	NA	NA	NA
MSMEG_4558	NA	NA	NA	NA
MSMEG_4559	0.1779	0.1564	0.3712	0.2945
MSMEG_4560	NA	NA	NA	NA
MSMEG_4561	0.1799	0.1583	0.3453	0.3165
MSMEG_4563	NA	NA	NA	NA
MSMEG_4564	0.2143	0.1905	0.2976	0.2976
MSMEG_4565	0.1676	0.1841	0.294	0.3544
MSMEG_4567	NA	NA	NA	NA
MSMEG_4568	NA	NA	NA	NA
MSMEG_4569	NA	NA	NA	NA
MSMEG_4570	NA	NA	NA	NA
MSMEG_4571	0.2429	0.1714	0.2571	0.3286
MSMEG_4572	NA	NA	NA	NA
MSMEG_4573	NA	NA	NA	NA
MSMEG_4574	NA	NA	NA	NA
MSMEG_4575	NA	NA	NA	NA
MSMEG_4576	NA	NA	NA	NA
MSMEG_4577	NA	NA	NA	NA
MSMEG_4578	NA	NA	NA	NA
MSMEG_4579	NA	NA	NA	NA
MSMEG_4580	0.3077	0.0641	0.3718	0.2564
MSMEG_4581	NA	NA	NA	NA
MSMEG_4582	NA	NA	NA	NA
MSMEG_4583	NA	NA	NA	NA
MSMEG_4584	NA	NA	NA	NA
MSMEG_4585	NA	NA	NA	NA
MSMEG_4586	NA	NA	NA	NA
MSMEG_4587	NA	NA	NA	NA
MSMEG_4588	NA	NA	NA	NA
MSMEG_4589	NA	NA	NA	NA
MSMEG_4590	NA	NA	NA	NA
MSMEG_4591	NA	NA	NA	NA
MSMEG_4592	NA	NA	NA	NA
MSMEG_4593	NA	NA	NA	NA
MSMEG_4594	NA	NA	NA	NA
MSMEG_4595	0.1824	0.1294	0.3059	0.3824
MSMEG_4596	NA	NA	NA	NA
MSMEG_4597	NA	NA	NA	NA
MSMEG_4598	0.1631	0.1524	0.3316	0.3529
MSMEG_4599	0.1622	0.1544	0.3398	0.3436
MSMEG_4600	NA	NA	NA	NA
MSMEG_4601	NA	NA	NA	NA
MSMEG_4602	NA	NA	NA	NA
MSMEG_4604	0.2436	0.1538	0.3205	0.2821
MSMEG_4606	NA	NA	NA	NA
MSMEG_4607	NA	NA	NA	NA
MSMEG_4608	NA	NA	NA	NA
MSMEG_4609	0.25	0.5	0.1667	0.0833
MSMEG_4610	NA	NA	NA	NA
MSMEG_4611	NA	NA	NA	NA
MSMEG_4613	NA	NA	NA	NA
MSMEG_4614	0.1642	0.1935	0.3196	0.3226
MSMEG_4617	0	0	1.0	0
MSMEG_4618	0.2895	0.2105	0.3421	0.1579
MSMEG_4619	NA	NA	NA	NA
MSMEG_4620	0	0	1.0	0
MSMEG_4621	NA	NA	NA	NA
MSMEG_4622	NA	NA	NA	NA
MSMEG_4623	NA	NA	NA	NA
MSMEG_4624	NA	NA	NA	NA
MSMEG_4625	0.1727	0.1	0.3364	0.3909
MSMEG_4626	0.2034	0.1144	0.3517	0.3305
MSMEG_4627	NA	NA	NA	NA
MSMEG_4628	0.1577	0.1521	0.3408	0.3493
MSMEG_4630	NA	NA	NA	NA
MSMEG_4631	0.4103	0.0769	0.2564	0.2564
MSMEG_4632	NA	NA	NA	NA
MSMEG_4633	NA	NA	NA	NA
MSMEG_4634	0.1111	0.2222	0.3704	0.2963
MSMEG_4635	NA	NA	NA	NA
MSMEG_4636	NA	NA	NA	NA
MSMEG_4637	NA	NA	NA	NA
MSMEG_4638	NA	NA	NA	NA
MSMEG_4639	NA	NA	NA	NA
MSMEG_4640	0.2083	0.2188	0.3646	0.2083
MSMEG_4641	NA	NA	NA	NA
MSMEG_4642	NA	NA	NA	NA
MSMEG_4643	0.2044	0.1467	0.3378	0.3111
MSMEG_4644	NA	NA	NA	NA
MSMEG_4645	0.25	0.1111	0.3542	0.2847
MSMEG_4646	0.2542	0.1271	0.3644	0.2542
MSMEG_4647	0.2222	0.2	0.3	0.2778
MSMEG_4648	NA	NA	NA	NA
MSMEG_4649	NA	NA	NA	NA
MSMEG_4650	NA	NA	NA	NA
MSMEG_4651	NA	NA	NA	NA
MSMEG_4652	NA	NA	NA	NA
MSMEG_4653	NA	NA	NA	NA
MSMEG_4654	0.2667	0.2667	0.2	0.2667
MSMEG_4655	0.1897	0.2586	0.3276	0.2241
MSMEG_4656	NA	NA	NA	NA
MSMEG_4657	0.2642	0.0943	0.3208	0.3208
MSMEG_4658	0.194	0.1343	0.3582	0.3134
MSMEG_4659	0.2391	0.1087	0.3696	0.2826
MSMEG_4660	NA	NA	NA	NA
MSMEG_4661	0.1475	0.1475	0.3115	0.3934
MSMEG_4662	NA	NA	NA	NA
MSMEG_4663	NA	NA	NA	NA
MSMEG_4664	NA	NA	NA	NA
MSMEG_4665	NA	NA	NA	NA
MSMEG_4666	NA	NA	NA	NA
MSMEG_4667	NA	NA	NA	NA
MSMEG_4668	NA	NA	NA	NA
MSMEG_4669	NA	NA	NA	NA
MSMEG_4670	NA	NA	NA	NA
MSMEG_4671	0.2754	0.1159	0.2971	0.3116
MSMEG_4672	NA	NA	NA	NA
MSMEG_4673	0.3182	0.1818	0.2727	0.2273
MSMEG_4674	NA	NA	NA	NA
MSMEG_4677	NA	NA	NA	NA
MSMEG_4678	0.1481	0.0741	0.5926	0.1852
MSMEG_4679	0.1811	0.1621	0.3116	0.3453
MSMEG_4680	NA	NA	NA	NA
MSMEG_4681	NA	NA	NA	NA
MSMEG_4682	NA	NA	NA	NA
MSMEG_4683	NA	NA	NA	NA
MSMEG_4684	NA	NA	NA	NA
MSMEG_4685	NA	NA	NA	NA
MSMEG_4686	NA	NA	NA	NA
MSMEG_4687	NA	NA	NA	NA
MSMEG_4688	0.1818	0.2121	0.4242	0.1818
MSMEG_4689	0.234	0.2128	0.2979	0.2553
MSMEG_4690	NA	NA	NA	NA
MSMEG_4691	NA	NA	NA	NA
MSMEG_4692	NA	NA	NA	NA
MSMEG_4693	NA	NA	NA	NA
MSMEG_4694	0.24	0.0933	0.2933	0.3733
MSMEG_4695	NA	NA	NA	NA
MSMEG_4696	NA	NA	NA	NA
MSMEG_4697	NA	NA	NA	NA
MSMEG_4698	0.2385	0.1284	0.3486	0.2844
MSMEG_4699	0.1923	0.1731	0.4231	0.2115
MSMEG_4700	0.2468	0.1039	0.3117	0.3377
MSMEG_4701	NA	NA	NA	NA
MSMEG_4702	NA	NA	NA	NA
MSMEG_4703	NA	NA	NA	NA
MSMEG_4704	NA	NA	NA	NA
MSMEG_4705	0.1622	0.1351	0.4595	0.2432
MSMEG_4707	NA	NA	NA	NA
MSMEG_4708	NA	NA	NA	NA
MSMEG_4709	NA	NA	NA	NA
MSMEG_4710	NA	NA	NA	NA
MSMEG_4711	NA	NA	NA	NA
MSMEG_4712	0.1548	0.1677	0.3097	0.3677
MSMEG_4713	NA	NA	NA	NA
MSMEG_4714	NA	NA	NA	NA
MSMEG_4715	NA	NA	NA	NA
MSMEG_4716	NA	NA	NA	NA
MSMEG_4717	0.2581	0.2581	0.2581	0.2258
MSMEG_4718	0.1951	0.2439	0.1951	0.3659
MSMEG_4719	NA	NA	NA	NA
MSMEG_4720	0.4	0.2	0.4	0
MSMEG_4721	NA	NA	NA	NA
MSMEG_4722	NA	NA	NA	NA
MSMEG_4723	0.2009	0.1598	0.2831	0.3562
MSMEG_4724	NA	NA	NA	NA
MSMEG_4726	NA	NA	NA	NA
MSMEG_4727	0.24	0.24	0.36	0.16
MSMEG_4728	NA	NA	NA	NA
MSMEG_4729	NA	NA	NA	NA
MSMEG_4730	NA	NA	NA	NA
MSMEG_4731	NA	NA	NA	NA
MSMEG_4732	NA	NA	NA	NA
MSMEG_4733	NA	NA	NA	NA
MSMEG_4734	NA	NA	NA	NA
MSMEG_4735	0	0	1.0	0
MSMEG_4736	NA	NA	NA	NA
MSMEG_4737	0.1938	0.1972	0.3218	0.2872
MSMEG_4738	0.2078	0.1883	0.3052	0.2987
MSMEG_4739	NA	NA	NA	NA
MSMEG_4740	0.1509	0.1132	0.3774	0.3585
MSMEG_4741	0.129	0.2581	0.3548	0.2581
MSMEG_4742	0.4237	0.1017	0.2712	0.2034
MSMEG_4743	0.2931	0.1379	0.2931	0.2759
MSMEG_4744	NA	NA	NA	NA
MSMEG_4745	NA	NA	NA	NA
MSMEG_4747	NA	NA	NA	NA
MSMEG_4748	0.2278	0.1772	0.3924	0.2025
MSMEG_4749	NA	NA	NA	NA
MSMEG_4750	NA	NA	NA	NA
MSMEG_4751	0.2581	0.2258	0.2419	0.2742
MSMEG_4752	0.3421	0.0526	0.3158	0.2895
MSMEG_4753	0.1702	0.1702	0.3404	0.3191
MSMEG_4754	NA	NA	NA	NA
MSMEG_4755	NA	NA	NA	NA
MSMEG_4756	NA	NA	NA	NA
MSMEG_4757	NA	NA	NA	NA
MSMEG_4758	NA	NA	NA	NA
MSMEG_4759	NA	NA	NA	NA
MSMEG_4760	NA	NA	NA	NA
MSMEG_4761	NA	NA	NA	NA
MSMEG_4762	NA	NA	NA	NA
MSMEG_4763	0.2335	0.1189	0.2996	0.348
MSMEG_4764	NA	NA	NA	NA
MSMEG_4765	NA	NA	NA	NA
MSMEG_4766	NA	NA	NA	NA
MSMEG_4767	0.3889	0.0556	0.3333	0.2222
MSMEG_4768	NA	NA	NA	NA
MSMEG_4769	NA	NA	NA	NA
MSMEG_4770	NA	NA	NA	NA
MSMEG_4771	0.2735	0.1795	0.2692	0.2778
MSMEG_4772	NA	NA	NA	NA
MSMEG_4773	0.35	0.2	0.35	0.1
MSMEG_4774	NA	NA	NA	NA
MSMEG_4775	0.4762	0.0952	0.1905	0.2381
MSMEG_4776	0.2286	0.2286	0.2857	0.2571
MSMEG_4777	NA	NA	NA	NA
MSMEG_4778	NA	NA	NA	NA
MSMEG_4779	0.1	0.2	0.54	0.16
MSMEG_4780	NA	NA	NA	NA
MSMEG_4781	NA	NA	NA	NA
MSMEG_4782	NA	NA	NA	NA
MSMEG_4783	NA	NA	NA	NA
MSMEG_4784	0.1778	0.2444	0.3111	0.2667
MSMEG_4785	NA	NA	NA	NA
MSMEG_4786	NA	NA	NA	NA
MSMEG_4787	NA	NA	NA	NA
MSMEG_4788	NA	NA	NA	NA
MSMEG_4789	NA	NA	NA	NA
MSMEG_4790	NA	NA	NA	NA
MSMEG_4791	0.2243	0.1869	0.4206	0.1682
MSMEG_4792	NA	NA	NA	NA
MSMEG_4793	NA	NA	NA	NA
MSMEG_4794	NA	NA	NA	NA
MSMEG_4795	NA	NA	NA	NA
MSMEG_4796	NA	NA	NA	NA
MSMEG_4797	0.0968	0.2581	0.3226	0.3226
MSMEG_4798	NA	NA	NA	NA
MSMEG_4799	NA	NA	NA	NA
MSMEG_4800	0.2344	0.2344	0.3438	0.1875
MSMEG_4801	NA	NA	NA	NA
MSMEG_4802	NA	NA	NA	NA
MSMEG_4803	NA	NA	NA	NA
MSMEG_4804	0.2444	0.2222	0.3556	0.1778
MSMEG_4805	NA	NA	NA	NA
MSMEG_4806	NA	NA	NA	NA
MSMEG_4807	0.2197	0.0833	0.3258	0.3712
MSMEG_4808	NA	NA	NA	NA
MSMEG_4809	NA	NA	NA	NA
MSMEG_4810	NA	NA	NA	NA
MSMEG_4811	NA	NA	NA	NA
MSMEG_4812	NA	NA	NA	NA
MSMEG_4813	NA	NA	NA	NA
MSMEG_4814	NA	NA	NA	NA
MSMEG_4815	NA	NA	NA	NA
MSMEG_4816	NA	NA	NA	NA
MSMEG_4817	NA	NA	NA	NA
MSMEG_4818	NA	NA	NA	NA
MSMEG_4819	NA	NA	NA	NA
MSMEG_4820	NA	NA	NA	NA
MSMEG_4821	NA	NA	NA	NA
MSMEG_4822	NA	NA	NA	NA
MSMEG_4823	NA	NA	NA	NA
MSMEG_4824	NA	NA	NA	NA
MSMEG_4825	NA	NA	NA	NA
MSMEG_4826	NA	NA	NA	NA
MSMEG_4827	NA	NA	NA	NA
MSMEG_4828	NA	NA	NA	NA
MSMEG_4829	0.2745	0.1569	0.2745	0.2941
MSMEG_4830	NA	NA	NA	NA
MSMEG_4831	0.2857	0.1429	0.4286	0.1429
MSMEG_4832	NA	NA	NA	NA
MSMEG_4833	NA	NA	NA	NA
MSMEG_4834	NA	NA	NA	NA
MSMEG_4835	0.181	0.181	0.3155	0.3225
MSMEG_4836	NA	NA	NA	NA
MSMEG_4837	NA	NA	NA	NA
MSMEG_4838	NA	NA	NA	NA
MSMEG_4839	0.2857	0.1558	0.3377	0.2208
MSMEG_4840	NA	NA	NA	NA
MSMEG_4841	NA	NA	NA	NA
MSMEG_4842	NA	NA	NA	NA
MSMEG_4843	NA	NA	NA	NA
MSMEG_4844	NA	NA	NA	NA
MSMEG_4845	NA	NA	NA	NA
MSMEG_4846	NA	NA	NA	NA
MSMEG_4847	0.2	0.2	0.2	0.4
MSMEG_4848	NA	NA	NA	NA
MSMEG_4849	0.2931	0.1552	0.2759	0.2759
MSMEG_4850	NA	NA	NA	NA
MSMEG_4851	NA	NA	NA	NA
MSMEG_4852	NA	NA	NA	NA
MSMEG_4853	NA	NA	NA	NA
MSMEG_4854	NA	NA	NA	NA
MSMEG_4855	NA	NA	NA	NA
MSMEG_4856	NA	NA	NA	NA
MSMEG_4857	NA	NA	NA	NA
MSMEG_4858	NA	NA	NA	NA
MSMEG_4859	NA	NA	NA	NA
MSMEG_4860	NA	NA	NA	NA
MSMEG_4861	NA	NA	NA	NA
MSMEG_4862	NA	NA	NA	NA
MSMEG_4863	NA	NA	NA	NA
MSMEG_4864	NA	NA	NA	NA
MSMEG_4865	NA	NA	NA	NA
MSMEG_4866	NA	NA	NA	NA
MSMEG_4867	NA	NA	NA	NA
MSMEG_4868	0.1892	0.2432	0.2973	0.2703
MSMEG_4869	NA	NA	NA	NA
MSMEG_4870	NA	NA	NA	NA
MSMEG_4871	NA	NA	NA	NA
MSMEG_4872	NA	NA	NA	NA
MSMEG_4873	NA	NA	NA	NA
MSMEG_4874	NA	NA	NA	NA
MSMEG_4875	NA	NA	NA	NA
MSMEG_4876	NA	NA	NA	NA
MSMEG_4877	NA	NA	NA	NA
MSMEG_4878	NA	NA	NA	NA
MSMEG_4879	NA	NA	NA	NA
MSMEG_4880	0.2062	0.1907	0.3866	0.2165
MSMEG_4881	NA	NA	NA	NA
MSMEG_4882	NA	NA	NA	NA
MSMEG_4883	NA	NA	NA	NA
MSMEG_4884	NA	NA	NA	NA
MSMEG_4885	NA	NA	NA	NA
MSMEG_4886	NA	NA	NA	NA
MSMEG_4887	0.2727	0.2273	0.3182	0.1818
MSMEG_4888	NA	NA	NA	NA
MSMEG_4889	NA	NA	NA	NA
MSMEG_4890	NA	NA	NA	NA
MSMEG_4891	0.3846	0.2115	0.25	0.1538
MSMEG_4892	NA	NA	NA	NA
MSMEG_4893	0.2273	0.1364	0.5	0.1364
MSMEG_4894	NA	NA	NA	NA
MSMEG_4895	NA	NA	NA	NA
MSMEG_4896	NA	NA	NA	NA
MSMEG_4898	NA	NA	NA	NA
MSMEG_4899	NA	NA	NA	NA
MSMEG_4900	NA	NA	NA	NA
MSMEG_4901	NA	NA	NA	NA
MSMEG_4902	NA	NA	NA	NA
MSMEG_4903	NA	NA	NA	NA
MSMEG_4904	0.1644	0.1644	0.411	0.2603
MSMEG_4905	NA	NA	NA	NA
MSMEG_4906	0.3684	0.1579	0.2632	0.2105
MSMEG_4907	0.1368	0.1368	0.4316	0.2949
MSMEG_4908	NA	NA	NA	NA
MSMEG_4909	NA	NA	NA	NA
MSMEG_4910	NA	NA	NA	NA
MSMEG_4911	NA	NA	NA	NA
MSMEG_4912	NA	NA	NA	NA
MSMEG_4913	NA	NA	NA	NA
MSMEG_4914	NA	NA	NA	NA
MSMEG_4915	NA	NA	NA	NA
MSMEG_4916	0.2353	0.1176	0.4265	0.2206
MSMEG_4917	0.1314	0.2165	0.3428	0.3093
MSMEG_4918	NA	NA	NA	NA
MSMEG_4919	NA	NA	NA	NA
MSMEG_4920	0.1481	0.2963	0.1481	0.4074
MSMEG_4921	NA	NA	NA	NA
MSMEG_4922	0	0.5	0.1667	0.3333
MSMEG_4923	NA	NA	NA	NA
MSMEG_4924	0.6667	0	0	0.3333
MSMEG_4925	NA	NA	NA	NA
MSMEG_4926	0.186	0.2035	0.3488	0.2616
MSMEG_4927	0.2243	0.1869	0.4206	0.1682
MSMEG_4928	NA	NA	NA	NA
MSMEG_4932	NA	NA	NA	NA
MSMEG_4933	0.1752	0.1369	0.3631	0.3248
MSMEG_4934	NA	NA	NA	NA
MSMEG_4935	0.1471	0.2647	0.3824	0.2059
MSMEG_4936	NA	NA	NA	NA
MSMEG_4937	NA	NA	NA	NA
MSMEG_4938	0.25	0.1552	0.2759	0.319
MSMEG_4939	0.1873	0.1392	0.3747	0.2987
MSMEG_4940	NA	NA	NA	NA
MSMEG_4941	0.2468	0.1905	0.2381	0.3247
MSMEG_4942	NA	NA	NA	NA
MSMEG_4943	0.2208	0.1818	0.3247	0.2727
MSMEG_4944	NA	NA	NA	NA
MSMEG_4945	0.1542	0.229	0.3505	0.2664
MSMEG_4946	0.2086	0.184	0.3742	0.2331
MSMEG_4947	NA	NA	NA	NA
MSMEG_4948	NA	NA	NA	NA
MSMEG_4949	NA	NA	NA	NA
MSMEG_4950	NA	NA	NA	NA
MSMEG_4951	0.1912	0.1765	0.3088	0.3235
MSMEG_4952	NA	NA	NA	NA
MSMEG_4953	0.2128	0.0638	0.2553	0.4681
MSMEG_4954	0.1964	0.1875	0.3125	0.3036
MSMEG_4955	NA	NA	NA	NA
MSMEG_4956	0.1696	0.1496	0.3416	0.3392
MSMEG_4957	NA	NA	NA	NA
MSMEG_4958	0.1273	0.1455	0.3455	0.3818
MSMEG_4959	NA	NA	NA	NA
MSMEG_4961	0.1731	0.1154	0.4808	0.2308
MSMEG_4962	NA	NA	NA	NA
MSMEG_4963	NA	NA	NA	NA
MSMEG_4964	NA	NA	NA	NA
MSMEG_4965	NA	NA	NA	NA
MSMEG_4966	NA	NA	NA	NA
MSMEG_4967	NA	NA	NA	NA
MSMEG_4968	NA	NA	NA	NA
MSMEG_4969	NA	NA	NA	NA
MSMEG_4970	NA	NA	NA	NA
MSMEG_4971	0.1564	0.1896	0.3768	0.2773
MSMEG_4972	NA	NA	NA	NA
MSMEG_4973	0	0	1.0	0
MSMEG_4974	NA	NA	NA	NA
MSMEG_4975	NA	NA	NA	NA
MSMEG_4976	NA	NA	NA	NA
MSMEG_4977	0.2222	0.1667	0.3889	0.2222
MSMEG_4978	NA	NA	NA	NA
MSMEG_4979	0.2889	0.2667	0.2222	0.2222
MSMEG_4980	NA	NA	NA	NA
MSMEG_4981	NA	NA	NA	NA
MSMEG_4982	NA	NA	NA	NA
MSMEG_4983	NA	NA	NA	NA
MSMEG_4984	NA	NA	NA	NA
MSMEG_4985	NA	NA	NA	NA
MSMEG_4986	NA	NA	NA	NA
MSMEG_4987	NA	NA	NA	NA
MSMEG_4988	NA	NA	NA	NA
MSMEG_4989	0.1836	0.1643	0.3454	0.3068
MSMEG_4990	NA	NA	NA	NA
MSMEG_4991	0.2188	0.1562	0.3281	0.2969
MSMEG_4992	NA	NA	NA	NA
MSMEG_4993	0.1854	0.1601	0.3539	0.3006
MSMEG_4994	NA	NA	NA	NA
MSMEG_4995	0.2941	0.0588	0.4118	0.2353
MSMEG_4996	NA	NA	NA	NA
MSMEG_4997	NA	NA	NA	NA
MSMEG_4998	0	0	1.0	0
MSMEG_4999	NA	NA	NA	NA
MSMEG_5000	0.1921	0.1921	0.3201	0.2957
MSMEG_5001	NA	NA	NA	NA
MSMEG_5002	NA	NA	NA	NA
MSMEG_5003	NA	NA	NA	NA
MSMEG_5004	0.2708	0.0625	0.4167	0.25
MSMEG_5005	NA	NA	NA	NA
MSMEG_5006	NA	NA	NA	NA
MSMEG_5007	NA	NA	NA	NA
