 	adja_AA_5pUTR	adja_AC_5pUTR	adja_AG_5pUTR	adja_AU_5pUTR	adja_CA_5pUTR	adja_CC_5pUTR	adja_CG_5pUTR	adja_CU_5pUTR	adja_GA_5pUTR	adja_GC_5pUTR	adja_GG_5pUTR	adja_GU_5pUTR	adja_UA_5pUTR	adja_UC_5pUTR	adja_UG_5pUTR	adja_UU_5pUTR
MSMEG_4307	0.0151	0.0452	0.0402	0.0302	0.0503	0.0955	0.1558	0.0201	0.0553	0.1508	0.0854	0.0854	0.0101	0.0302	0.0955	0.0352
MSMEG_4308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4313	0.1429	0.0	0.0286	0.0571	0.0286	0.0286	0.0857	0.0286	0.0571	0.0571	0.1143	0.1143	0.0	0.0857	0.1143	0.0571
MSMEG_4314	0.0909	0.0909	0.0909	0.0909	0.0909	0.0909	0.0	0.0	0.1818	0.0	0.1818	0.0	0.0	0.0909	0.0	0.0
MSMEG_4315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4320	0.0334	0.0694	0.054	0.0257	0.0437	0.0746	0.1311	0.0437	0.1054	0.0951	0.1285	0.0566	0.0026	0.0514	0.072	0.0129
MSMEG_4321	0.0822	0.1507	0.1096	0.0137	0.137	0.0685	0.0685	0.0274	0.0959	0.0822	0.0959	0.0137	0.0274	0.0	0.0274	0.0
MSMEG_4322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4323	0.0862	0.0862	0.1034	0.069	0.069	0.069	0.069	0.0345	0.1034	0.069	0.0517	0.0345	0.069	0.0172	0.0517	0.0172
MSMEG_4324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4326	0.0602	0.0693	0.0542	0.0331	0.0783	0.0934	0.1175	0.0422	0.0753	0.1084	0.0904	0.0482	0.003	0.0602	0.0572	0.009
MSMEG_4327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4336	0.0674	0.0449	0.0899	0.0112	0.0674	0.0562	0.1011	0.0337	0.0674	0.1011	0.0899	0.0787	0.0225	0.0562	0.0449	0.0674
MSMEG_4337	0.0833	0.0417	0.1667	0.0	0.0417	0.0	0.0417	0.0417	0.1667	0.0833	0.0417	0.125	0.0	0.0	0.1667	0.0
MSMEG_4338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4347	0.0217	0.0	0.0217	0.0652	0.0217	0.0435	0.1087	0.0652	0.0435	0.1522	0.1739	0.0652	0.0217	0.0652	0.1087	0.0217
MSMEG_4348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4349	0.0	0.1538	0.0769	0.0	0.0	0.0	0.0769	0.0	0.2308	0.0	0.3077	0.0769	0.0	0.0	0.0769	0.0
MSMEG_4350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4351	0.0909	0.0909	0.0909	0.0303	0.1212	0.0606	0.0909	0.0	0.0606	0.0606	0.1818	0.0303	0.0	0.0606	0.0	0.0303
MSMEG_4352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4359	0.0229	0.0708	0.0437	0.0312	0.0688	0.0833	0.1187	0.0458	0.0563	0.0958	0.1042	0.0813	0.0208	0.0688	0.0688	0.0187
MSMEG_4360	0.0345	0.0345	0.0517	0.0	0.0517	0.0345	0.1379	0.0517	0.0172	0.1379	0.1207	0.1379	0.0172	0.0862	0.0862	0.0
MSMEG_4361	0.1111	0.0667	0.1333	0.0222	0.0889	0.0444	0.0889	0.0	0.1333	0.0889	0.0889	0.0444	0.0	0.0222	0.0444	0.0222
MSMEG_4362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4365	0.0556	0.0926	0.037	0.037	0.037	0.037	0.1667	0.0	0.1111	0.1111	0.1481	0.0556	0.0185	0.0185	0.0556	0.0185
MSMEG_4366	0.0278	0.0417	0.0139	0.0139	0.0139	0.1389	0.1528	0.0417	0.0694	0.125	0.1389	0.0833	0.0	0.0417	0.0972	0.0
MSMEG_4367	0.0412	0.0741	0.0494	0.0165	0.07	0.1358	0.1317	0.0453	0.0658	0.107	0.0864	0.0494	0.0041	0.07	0.0412	0.0123
MSMEG_4368	0.0938	0.0938	0.0625	0.0312	0.0938	0.125	0.0312	0.0625	0.0938	0.0	0.0625	0.0625	0.0	0.0938	0.0625	0.0312
MSMEG_4369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4371	0.0288	0.0897	0.0545	0.0192	0.0705	0.0897	0.1571	0.0288	0.0897	0.109	0.1058	0.0449	0.0064	0.0577	0.0288	0.0192
MSMEG_4372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4379	0.1111	0.0	0.3333	0.0	0.1111	0.0	0.0	0.0	0.2222	0.1111	0.1111	0.0	0.0	0.0	0.0	0.0
MSMEG_4380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4383	0.0339	0.0847	0.0847	0.0339	0.0678	0.0678	0.1017	0.0508	0.0847	0.0847	0.0508	0.0508	0.0339	0.0678	0.0339	0.0678
MSMEG_4384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4385	0.025	0.0875	0.0375	0.0375	0.1	0.1375	0.15	0.025	0.075	0.075	0.05	0.0625	0.0	0.1125	0.0125	0.0125
MSMEG_4386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4392	0.0388	0.0777	0.0777	0.0194	0.0971	0.0777	0.1262	0.0388	0.068	0.1456	0.0777	0.0485	0.0	0.0388	0.0583	0.0097
MSMEG_4393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4395	0.0909	0.0682	0.0455	0.0909	0.0909	0.0909	0.0909	0.0227	0.0682	0.0682	0.0682	0.0227	0.0682	0.0682	0.0	0.0455
MSMEG_4396	0.05	0.125	0.025	0.0	0.0	0.05	0.15	0.075	0.125	0.075	0.025	0.125	0.025	0.025	0.125	0.0
MSMEG_4397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4399	0.0415	0.0829	0.0415	0.0415	0.0737	0.0691	0.129	0.0461	0.0876	0.0876	0.0737	0.0553	0.0046	0.0783	0.0599	0.0276
MSMEG_4400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4401	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0
MSMEG_4402	0.0472	0.0283	0.1226	0.0189	0.0283	0.0094	0.0755	0.0566	0.1415	0.0943	0.1226	0.066	0.0094	0.0377	0.0943	0.0472
MSMEG_4403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4410	0.0423	0.0282	0.0704	0.0704	0.0423	0.0845	0.1268	0.0282	0.1268	0.0986	0.1408	0.0141	0.0	0.0704	0.0423	0.0141
MSMEG_4411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4430	0.0709	0.0638	0.0567	0.0426	0.0709	0.0709	0.1135	0.0426	0.0638	0.0851	0.0851	0.0496	0.0213	0.0851	0.0284	0.0496
MSMEG_4431	0.0769	0.0	0.1538	0.0	0.0769	0.0769	0.0769	0.0	0.0769	0.0769	0.0769	0.1538	0.0	0.0769	0.0769	0.0
MSMEG_4432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4449	0.125	0.1042	0.0417	0.0625	0.1042	0.0208	0.0625	0.0208	0.0417	0.0625	0.0417	0.0833	0.0625	0.0417	0.0625	0.0625
MSMEG_4450	0.0588	0.1176	0.0588	0.1176	0.1765	0.0294	0.0882	0.0	0.0588	0.0882	0.0588	0.0	0.0294	0.0588	0.0294	0.0294
MSMEG_4451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4453	0.0395	0.0729	0.0274	0.0456	0.0395	0.0881	0.1429	0.0517	0.0699	0.1064	0.0821	0.0517	0.0365	0.0547	0.0547	0.0365
MSMEG_4454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4458	0.0	0.1333	0.0667	0.1	0.1333	0.1333	0.0667	0.0	0.1333	0.0333	0.0667	0.0	0.0	0.0667	0.0333	0.0333
MSMEG_4459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4460	0.0198	0.0771	0.0352	0.0198	0.0485	0.1079	0.163	0.0529	0.0683	0.1101	0.0881	0.0617	0.0132	0.0771	0.0441	0.0132
MSMEG_4461	0.0	0.0943	0.1132	0.0377	0.0943	0.0189	0.0943	0.0566	0.1509	0.1132	0.0377	0.0377	0.0	0.0189	0.1132	0.0189
MSMEG_4462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4476	0.0312	0.1094	0.0938	0.0469	0.0938	0.0781	0.1094	0.0156	0.1562	0.0781	0.0625	0.0312	0.0	0.0312	0.0625	0.0
MSMEG_4477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4479	0.08	0.12	0.04	0.0	0.04	0.0	0.08	0.16	0.08	0.04	0.12	0.04	0.0	0.12	0.04	0.04
MSMEG_4480	0.0349	0.0814	0.0407	0.0	0.0523	0.1221	0.1744	0.0349	0.0581	0.1279	0.0523	0.0698	0.0058	0.0581	0.0407	0.0465
MSMEG_4481	0.0168	0.0462	0.0504	0.0084	0.0378	0.105	0.1471	0.0378	0.0546	0.1387	0.1303	0.0756	0.0126	0.0378	0.0714	0.0294
MSMEG_4482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4486	0.2778	0.0556	0.0	0.1667	0.0556	0.0556	0.0556	0.0	0.1111	0.0	0.0	0.0	0.0	0.0556	0.0556	0.1111
MSMEG_4487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4497	0.0893	0.1786	0.1071	0.0	0.1964	0.0536	0.0893	0.0	0.0714	0.0893	0.0536	0.0357	0.0	0.0357	0.0	0.0
MSMEG_4498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4499	0.1489	0.0638	0.1702	0.0426	0.0426	0.0	0.0851	0.0	0.1915	0.0213	0.0213	0.0638	0.0426	0.0426	0.0213	0.0426
MSMEG_4500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4504	0.0545	0.0545	0.0727	0.0364	0.0788	0.0788	0.103	0.0303	0.0606	0.0788	0.1091	0.0788	0.0242	0.0848	0.0364	0.0182
MSMEG_4505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4507	0.0192	0.0385	0.0577	0.0385	0.0769	0.1154	0.1538	0.0192	0.0385	0.1731	0.0577	0.0769	0.0	0.0385	0.0962	0.0
MSMEG_4508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4518	0.0345	0.1034	0.069	0.0	0.0345	0.1034	0.1379	0.069	0.1034	0.1034	0.0345	0.069	0.0345	0.069	0.0345	0.0
MSMEG_4519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_4527	0.0228	0.0502	0.0457	0.0457	0.0731	0.105	0.1005	0.0594	0.0548	0.1142	0.0548	0.0548	0.0183	0.0685	0.0731	0.0594
MSMEG_4528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
