 	fprUTRlast30nt_plusStartCodon_all_StartCodon_UnpairedProb
MSMEG_6917	NA
MSMEG_6919	0.6342
MSMEG_6920	NA
MSMEG_6921	NA
MSMEG_6922	0.8509
MSMEG_6923	NA
MSMEG_6925	0.9306
MSMEG_6926	NA
MSMEG_6927	NA
MSMEG_6928	NA
MSMEG_6929	NA
MSMEG_6930	NA
MSMEG_6931	NA
MSMEG_6932	NA
MSMEG_6933	0.9975
MSMEG_6934	NA
MSMEG_6935	0.9402
MSMEG_6936	0.0857
MSMEG_6938	NA
MSMEG_6939	NA
MSMEG_6940	NA
MSMEG_6941	0.9972
MSMEG_6942	0.8809
MSMEG_6944	NA
MSMEG_6945	NA
MSMEG_6946	0.5812
MSMEG_6947	0.9071
VBIMycSme59918_0010	NA
VBIMycSme59918_0018	NA
VBIMycSme59918_0034	NA
VBIMycSme59918_0035	NA
VBIMycSme59918_0041	NA
VBIMycSme59918_0067	NA
VBIMycSme59918_0071	NA
VBIMycSme59918_0076	NA
VBIMycSme59918_0195	NA
VBIMycSme59918_0296	NA
VBIMycSme59918_0307	NA
VBIMycSme59918_0325	NA
VBIMycSme59918_0417	NA
VBIMycSme59918_0486	NA
VBIMycSme59918_0490	NA
VBIMycSme59918_0491	NA
VBIMycSme59918_0517	NA
VBIMycSme59918_0518	NA
VBIMycSme59918_0627	NA
VBIMycSme59918_0649	NA
VBIMycSme59918_0650	NA
VBIMycSme59918_0690	NA
VBIMycSme59918_0712	NA
VBIMycSme59918_0718	NA
VBIMycSme59918_0719	NA
VBIMycSme59918_0769	NA
VBIMycSme59918_0792	NA
VBIMycSme59918_0793	NA
VBIMycSme59918_0806	NA
VBIMycSme59918_0830	NA
VBIMycSme59918_0949	NA
VBIMycSme59918_0991	NA
VBIMycSme59918_1005	NA
VBIMycSme59918_1007	NA
VBIMycSme59918_1023	NA
VBIMycSme59918_1027	NA
VBIMycSme59918_1043	NA
VBIMycSme59918_1074	NA
VBIMycSme59918_1075	NA
VBIMycSme59918_1087	NA
VBIMycSme59918_1093	NA
VBIMycSme59918_1094	NA
VBIMycSme59918_1119	NA
VBIMycSme59918_1120	NA
VBIMycSme59918_1121	NA
VBIMycSme59918_1131	NA
VBIMycSme59918_1157	NA
VBIMycSme59918_1158	NA
VBIMycSme59918_1159	NA
VBIMycSme59918_1194	NA
VBIMycSme59918_1202	NA
VBIMycSme59918_1228	NA
VBIMycSme59918_1229	NA
VBIMycSme59918_1240	NA
VBIMycSme59918_1257	NA
VBIMycSme59918_1338	NA
VBIMycSme59918_1383	NA
VBIMycSme59918_1387	NA
VBIMycSme59918_1391	NA
VBIMycSme59918_1392	NA
VBIMycSme59918_1393	NA
VBIMycSme59918_1394	NA
VBIMycSme59918_1395	NA
VBIMycSme59918_1435	NA
VBIMycSme59918_1436	NA
VBIMycSme59918_1534	NA
VBIMycSme59918_1535	NA
VBIMycSme59918_1541	NA
VBIMycSme59918_1547	NA
VBIMycSme59918_1548	NA
VBIMycSme59918_1577	NA
VBIMycSme59918_1602	NA
VBIMycSme59918_1603	NA
VBIMycSme59918_1632	NA
VBIMycSme59918_1703	NA
VBIMycSme59918_1726	NA
VBIMycSme59918_1794	NA
VBIMycSme59918_1796	NA
VBIMycSme59918_1797	NA
VBIMycSme59918_1806	NA
VBIMycSme59918_1809	NA
VBIMycSme59918_1825	NA
VBIMycSme59918_1826	NA
VBIMycSme59918_1831	NA
VBIMycSme59918_1836	NA
VBIMycSme59918_1837	NA
VBIMycSme59918_1950	NA
VBIMycSme59918_1995	NA
VBIMycSme59918_1996	NA
VBIMycSme59918_2016	NA
VBIMycSme59918_2017	NA
VBIMycSme59918_2061	NA
VBIMycSme59918_2062	NA
VBIMycSme59918_2077	NA
VBIMycSme59918_2116	NA
VBIMycSme59918_2117	NA
VBIMycSme59918_2129	NA
VBIMycSme59918_2130	NA
VBIMycSme59918_2177	NA
VBIMycSme59918_2178	NA
VBIMycSme59918_2249	NA
VBIMycSme59918_2263	NA
VBIMycSme59918_2265	NA
VBIMycSme59918_2281	NA
VBIMycSme59918_2285	NA
VBIMycSme59918_2301	NA
VBIMycSme59918_2310	NA
VBIMycSme59918_2311	NA
VBIMycSme59918_2314	NA
VBIMycSme59918_2332	NA
VBIMycSme59918_2364	NA
VBIMycSme59918_2366	NA
VBIMycSme59918_2417	NA
VBIMycSme59918_2437	NA
VBIMycSme59918_2438	NA
VBIMycSme59918_2475	NA
VBIMycSme59918_2476	NA
VBIMycSme59918_2480	NA
VBIMycSme59918_2481	NA
VBIMycSme59918_2521	NA
VBIMycSme59918_2639	NA
VBIMycSme59918_2645	NA
VBIMycSme59918_2671	NA
VBIMycSme59918_2672	NA
VBIMycSme59918_2697	NA
VBIMycSme59918_2698	NA
VBIMycSme59918_2712	NA
VBIMycSme59918_2714	NA
VBIMycSme59918_2715	NA
VBIMycSme59918_2720	NA
VBIMycSme59918_2770	NA
VBIMycSme59918_2781	NA
VBIMycSme59918_2782	NA
VBIMycSme59918_2783	NA
VBIMycSme59918_2784	NA
VBIMycSme59918_2788	NA
VBIMycSme59918_2789	NA
VBIMycSme59918_2792	NA
VBIMycSme59918_2864	NA
VBIMycSme59918_2865	NA
VBIMycSme59918_2866	NA
VBIMycSme59918_2949	NA
VBIMycSme59918_2985	NA
VBIMycSme59918_2999	NA
VBIMycSme59918_3049	NA
VBIMycSme59918_3050	NA
VBIMycSme59918_3105	NA
VBIMycSme59918_3122	NA
VBIMycSme59918_3146	NA
VBIMycSme59918_3147	NA
VBIMycSme59918_3192	NA
VBIMycSme59918_3205	NA
VBIMycSme59918_3217	NA
VBIMycSme59918_3257	NA
VBIMycSme59918_3265	NA
VBIMycSme59918_3266	NA
VBIMycSme59918_3279	NA
VBIMycSme59918_3280	NA
VBIMycSme59918_3291	NA
VBIMycSme59918_3292	NA
VBIMycSme59918_3325	NA
VBIMycSme59918_3326	NA
VBIMycSme59918_3337	NA
VBIMycSme59918_3341	NA
VBIMycSme59918_3349	NA
VBIMycSme59918_3356	NA
VBIMycSme59918_3357	NA
VBIMycSme59918_3364	NA
VBIMycSme59918_3372	NA
VBIMycSme59918_3392	NA
VBIMycSme59918_3469	NA
VBIMycSme59918_3621	NA
VBIMycSme59918_3638	NA
VBIMycSme59918_3639	NA
VBIMycSme59918_3650	NA
VBIMycSme59918_3662	NA
VBIMycSme59918_3663	NA
VBIMycSme59918_3688	NA
VBIMycSme59918_3690	NA
VBIMycSme59918_3691	NA
VBIMycSme59918_3718	NA
VBIMycSme59918_3769	NA
VBIMycSme59918_3796	NA
VBIMycSme59918_3828	NA
VBIMycSme59918_3829	NA
VBIMycSme59918_3854	NA
VBIMycSme59918_3856	NA
VBIMycSme59918_3881	NA
VBIMycSme59918_3911	NA
VBIMycSme59918_3913	NA
VBIMycSme59918_3917	NA
VBIMycSme59918_3918	NA
VBIMycSme59918_3922	NA
VBIMycSme59918_3968	NA
VBIMycSme59918_3990	NA
VBIMycSme59918_3993	NA
VBIMycSme59918_3997	NA
VBIMycSme59918_3999	NA
VBIMycSme59918_4006	NA
VBIMycSme59918_4047	NA
VBIMycSme59918_4049	NA
VBIMycSme59918_4050	NA
VBIMycSme59918_4053	NA
VBIMycSme59918_4057	NA
VBIMycSme59918_4058	NA
VBIMycSme59918_4063	NA
VBIMycSme59918_4099	NA
VBIMycSme59918_4126	NA
VBIMycSme59918_4127	NA
VBIMycSme59918_4179	NA
VBIMycSme59918_4188	NA
VBIMycSme59918_4249	NA
VBIMycSme59918_4281	NA
VBIMycSme59918_4301	NA
VBIMycSme59918_4356	NA
VBIMycSme59918_4404	NA
VBIMycSme59918_4448	NA
VBIMycSme59918_4449	NA
VBIMycSme59918_4468	NA
VBIMycSme59918_4469	NA
VBIMycSme59918_4499	NA
VBIMycSme59918_4501	NA
VBIMycSme59918_4502	NA
VBIMycSme59918_4503	NA
VBIMycSme59918_4506	NA
VBIMycSme59918_4507	NA
VBIMycSme59918_4509	NA
VBIMycSme59918_4510	NA
VBIMycSme59918_4511	NA
VBIMycSme59918_4524	NA
VBIMycSme59918_4609	NA
VBIMycSme59918_4615	NA
VBIMycSme59918_4644	NA
VBIMycSme59918_4645	NA
VBIMycSme59918_4775	NA
VBIMycSme59918_4807	NA
VBIMycSme59918_4871	NA
VBIMycSme59918_4908	NA
VBIMycSme59918_4909	NA
VBIMycSme59918_4915	NA
VBIMycSme59918_4988	NA
VBIMycSme59918_4997	NA
VBIMycSme59918_4998	NA
VBIMycSme59918_5004	NA
VBIMycSme59918_5168	NA
VBIMycSme59918_5199	NA
VBIMycSme59918_5200	NA
VBIMycSme59918_5234	NA
VBIMycSme59918_5247	NA
VBIMycSme59918_5248	NA
VBIMycSme59918_5281	NA
VBIMycSme59918_5346	NA
VBIMycSme59918_5369	NA
VBIMycSme59918_5370	NA
VBIMycSme59918_5409	NA
VBIMycSme59918_5410	NA
VBIMycSme59918_5415	NA
VBIMycSme59918_5416	NA
VBIMycSme59918_5503	NA
VBIMycSme59918_5601	NA
VBIMycSme59918_5629	NA
VBIMycSme59918_5676	NA
VBIMycSme59918_5677	NA
VBIMycSme59918_5802	NA
VBIMycSme59918_5843	NA
VBIMycSme59918_5844	NA
VBIMycSme59918_5849	NA
VBIMycSme59918_5850	NA
VBIMycSme59918_5887	NA
VBIMycSme59918_5888	NA
VBIMycSme59918_5893	NA
VBIMycSme59918_5894	NA
VBIMycSme59918_5922	NA
VBIMycSme59918_5931	NA
VBIMycSme59918_5984	NA
VBIMycSme59918_5985	NA
VBIMycSme59918_5987	NA
VBIMycSme59918_6000	NA
VBIMycSme59918_6006	NA
VBIMycSme59918_6018	NA
VBIMycSme59918_6071	NA
VBIMycSme59918_6180	NA
VBIMycSme59918_6247	NA
VBIMycSme59918_6321	NA
VBIMycSme59918_6367	NA
VBIMycSme59918_6368	NA
VBIMycSme59918_6395	NA
VBIMycSme59918_6423	NA
VBIMycSme59918_6424	NA
VBIMycSme59918_6441	NA
VBIMycSme59918_6442	NA
VBIMycSme59918_6444	NA
VBIMycSme59918_6476	NA
VBIMycSme59918_6477	NA
VBIMycSme59918_6478	NA
VBIMycSme59918_6492	NA
VBIMycSme59918_6618	NA
VBIMycSme59918_6630	NA
VBIMycSme59918_6632	NA
VBIMycSme59918_6639	NA
VBIMycSme59918_6640	NA
VBIMycSme59918_6654	NA
VBIMycSme59918_6689	NA
VBIMycSme59918_6690	NA
VBIMycSme59918_6695	NA
VBIMycSme59918_6704	NA
VBIMycSme59918_6709	NA
VBIMycSme59918_6719	NA
ORF1	NA
ORF2	NA
ORF3	NA
ORF4	NA
ORF5	NA
ORF6	NA
ORF7	NA
ORF8	NA
ORF9	NA
ORF10	NA
ORF11	NA
ORF12	NA
ORF13	NA
ORF14	NA
ORF15	NA
ORF16	NA
ORF17	NA
ORF18	NA
ORF19	NA
ORF20	NA
ORF21	NA
ORF22	NA
ORF23	NA
ORF24	NA
ORF25	NA
ORF26	NA
ORF27	NA
ORF28	NA
ORF29	NA
ORF30	NA
ORF31	NA
ORF32	NA
ORF33	NA
ORF34	NA
ORF35	NA
ORF36	NA
ORF37	NA
ORF38	NA
ORF39	NA
ORF40	NA
ORF41	NA
ORF42	NA
ORF43	NA
ORF44	NA
ORF45	NA
ORF46	NA
ORF47	NA
ORF48	NA
ORF49	NA
ORF50	NA
ORF51	NA
ORF52	NA
ORF53	NA
ORF54	NA
ORF55	NA
ORF56	NA
ORF57	NA
ORF58	NA
ORF59	NA
ORF60	NA
ORF61	NA
ORF62	NA
ORF63	NA
ORF64	NA
ORF65	NA
ORF66	NA
