 	fprUTR_MFE_20_10nt_5pUTR	fprUTR_MFE_20_10nt_5p	fprUTR_MFE_20_10nt_mid	fprUTR_MFE_20_10nt_3p
MSMEG_4285	NA	NA	NA	NA
MSMEG_4286	NA	NA	NA	NA
MSMEG_4287	NA	NA	NA	NA
MSMEG_4288	NA	NA	NA	NA
MSMEG_4289	NA	NA	NA	NA
MSMEG_4290	NA	NA	NA	NA
MSMEG_4291	NA	NA	NA	NA
MSMEG_4292	NA	NA	NA	NA
MSMEG_4293	NA	NA	NA	NA
MSMEG_4294	NA	NA	NA	NA
MSMEG_4295	NA	NA	NA	NA
MSMEG_4296	NA	NA	NA	NA
MSMEG_4297	NA	NA	NA	NA
MSMEG_4298	-1.76	-2.7	-1.7	0.0
MSMEG_4299	NA	NA	NA	NA
MSMEG_4300	NA	NA	NA	NA
MSMEG_4301	NA	NA	NA	NA
MSMEG_4302	-1.15	-0.9	-1.4	-1.4
MSMEG_4303	NA	NA	NA	NA
MSMEG_4304	NA	NA	NA	NA
MSMEG_4305	NA	NA	NA	NA
MSMEG_4306	NA	NA	NA	NA
MSMEG_4307	-3.3944	-4.3714	-1.9667	-3.74
MSMEG_4308	NA	NA	NA	NA
MSMEG_4309	NA	NA	NA	NA
MSMEG_4310	NA	NA	NA	NA
MSMEG_4311	NA	NA	NA	NA
MSMEG_4313	-0.3	-0.6	0.0	0.0
MSMEG_4314	NA	NA	NA	NA
MSMEG_4315	NA	NA	NA	NA
MSMEG_4316	NA	NA	NA	NA
MSMEG_4317	NA	NA	NA	NA
MSMEG_4318	NA	NA	NA	NA
MSMEG_4320	-3.3865	-2.5615	-3.75	-3.9167
MSMEG_4321	-1.72	-0.45	-2.95	-1.8
MSMEG_4322	NA	NA	NA	NA
MSMEG_4323	-0.2	-0.4	0.0	0.0
MSMEG_4324	NA	NA	NA	NA
MSMEG_4325	NA	NA	NA	NA
MSMEG_4326	-3.5935	-3.0636	-4.1818	-3.5222
MSMEG_4327	NA	NA	NA	NA
MSMEG_4328	NA	NA	NA	NA
MSMEG_4329	NA	NA	NA	NA
MSMEG_4330	NA	NA	NA	NA
MSMEG_4331	NA	NA	NA	NA
MSMEG_4332	NA	NA	NA	NA
MSMEG_4333	NA	NA	NA	NA
MSMEG_4334	NA	NA	NA	NA
MSMEG_4335	NA	NA	NA	NA
MSMEG_4336	-2.0571	-1.0667	-2.1	-3.5
MSMEG_4337	NA	NA	NA	NA
MSMEG_4338	NA	NA	NA	NA
MSMEG_4339	NA	NA	NA	NA
MSMEG_4340	NA	NA	NA	NA
MSMEG_4341	NA	NA	NA	NA
MSMEG_4342	NA	NA	NA	NA
MSMEG_4343	NA	NA	NA	NA
MSMEG_4344	NA	NA	NA	NA
MSMEG_4345	NA	NA	NA	NA
MSMEG_4346	NA	NA	NA	NA
MSMEG_4347	-1.8333	-2.4	-1.55	-1.6
MSMEG_4348	NA	NA	NA	NA
MSMEG_4349	NA	NA	NA	NA
MSMEG_4350	NA	NA	NA	NA
MSMEG_4351	NA	NA	NA	NA
MSMEG_4352	NA	NA	NA	NA
MSMEG_4353	NA	NA	NA	NA
MSMEG_4354	NA	NA	NA	NA
MSMEG_4355	NA	NA	NA	NA
MSMEG_4356	NA	NA	NA	NA
MSMEG_4357	NA	NA	NA	NA
MSMEG_4358	NA	NA	NA	NA
MSMEG_4359	-2.9435	-2.7312	-3.3133	-2.8
MSMEG_4360	-5.275	-7.2	-6.7	0.0
MSMEG_4361	-1.2	-3.6	0.0	0.0
MSMEG_4362	NA	NA	NA	NA
MSMEG_4363	NA	NA	NA	NA
MSMEG_4364	NA	NA	NA	NA
MSMEG_4365	-1.2	-1.15	-1.3	-1.3
MSMEG_4366	-3.72	-1.2	-5.85	-4.5
MSMEG_4367	-3.0818	-2.65	-4.75	-1.4333
MSMEG_4368	NA	NA	NA	NA
MSMEG_4369	NA	NA	NA	NA
MSMEG_4370	NA	NA	NA	NA
MSMEG_4371	-2.9586	-2.42	-2.96	-3.5556
MSMEG_4372	NA	NA	NA	NA
MSMEG_4373	NA	NA	NA	NA
MSMEG_4374	NA	NA	NA	NA
MSMEG_4375	NA	NA	NA	NA
MSMEG_4376	NA	NA	NA	NA
MSMEG_4377	NA	NA	NA	NA
MSMEG_4378	NA	NA	NA	NA
MSMEG_4379	NA	NA	NA	NA
MSMEG_4380	NA	NA	NA	NA
MSMEG_4381	NA	NA	NA	NA
MSMEG_4382	NA	NA	NA	NA
MSMEG_4383	-0.65	-1.3	0.0	0.0
MSMEG_4384	NA	NA	NA	NA
MSMEG_4385	-3.3	-2.3333	-5.25	-2.3
MSMEG_4386	NA	NA	NA	NA
MSMEG_4387	NA	NA	NA	NA
MSMEG_4388	NA	NA	NA	NA
MSMEG_4389	NA	NA	NA	NA
MSMEG_4390	NA	NA	NA	NA
MSMEG_4391	NA	NA	NA	NA
MSMEG_4392	-2.175	-2.4667	-2.7333	-0.9
MSMEG_4393	NA	NA	NA	NA
MSMEG_4394	NA	NA	NA	NA
MSMEG_4395	-3.25	-6.5	0.0	0.0
MSMEG_4396	-1.05	-2.1	0.0	0.0
MSMEG_4397	NA	NA	NA	NA
MSMEG_4398	NA	NA	NA	NA
MSMEG_4399	-2.885	-3.1429	-3.0143	-2.4333
MSMEG_4400	NA	NA	NA	NA
MSMEG_4401	NA	NA	NA	NA
MSMEG_4402	-2.7333	-3.1667	-2.95	-1.65
MSMEG_4403	NA	NA	NA	NA
MSMEG_4404	NA	NA	NA	NA
MSMEG_4405	NA	NA	NA	NA
MSMEG_4406	NA	NA	NA	NA
MSMEG_4407	NA	NA	NA	NA
MSMEG_4408	NA	NA	NA	NA
MSMEG_4409	NA	NA	NA	NA
MSMEG_4410	-5.16	-5.95	-4.75	-4.4
MSMEG_4411	NA	NA	NA	NA
MSMEG_4412	NA	NA	NA	NA
MSMEG_4413	NA	NA	NA	NA
MSMEG_4414	NA	NA	NA	NA
MSMEG_4415	NA	NA	NA	NA
MSMEG_4416	NA	NA	NA	NA
MSMEG_4417	NA	NA	NA	NA
MSMEG_4418	NA	NA	NA	NA
MSMEG_4419	NA	NA	NA	NA
MSMEG_4420	NA	NA	NA	NA
MSMEG_4421	NA	NA	NA	NA
MSMEG_4422	NA	NA	NA	NA
MSMEG_4423	NA	NA	NA	NA
MSMEG_4424	NA	NA	NA	NA
MSMEG_4425	NA	NA	NA	NA
MSMEG_4426	NA	NA	NA	NA
MSMEG_4427	NA	NA	NA	NA
MSMEG_4428	NA	NA	NA	NA
MSMEG_4429	NA	NA	NA	NA
MSMEG_4430	-2.625	-4.5	-1.6	-0.8667
MSMEG_4431	NA	NA	NA	NA
MSMEG_4432	NA	NA	NA	NA
MSMEG_4433	NA	NA	NA	NA
MSMEG_4434	NA	NA	NA	NA
MSMEG_4435	NA	NA	NA	NA
MSMEG_4436	NA	NA	NA	NA
MSMEG_4437	NA	NA	NA	NA
MSMEG_4438	NA	NA	NA	NA
MSMEG_4439	NA	NA	NA	NA
MSMEG_4440	NA	NA	NA	NA
MSMEG_4441	NA	NA	NA	NA
MSMEG_4442	NA	NA	NA	NA
MSMEG_4443	NA	NA	NA	NA
MSMEG_4444	NA	NA	NA	NA
MSMEG_4445	NA	NA	NA	NA
MSMEG_4447	NA	NA	NA	NA
MSMEG_4448	NA	NA	NA	NA
MSMEG_4449	0.0	0.0	0.0	0.0
MSMEG_4450	0.0	0.0	0.0	0.0
MSMEG_4451	NA	NA	NA	NA
MSMEG_4453	-3.5806	-3.2545	-4.46	-3.06
MSMEG_4454	NA	NA	NA	NA
MSMEG_4455	NA	NA	NA	NA
MSMEG_4456	NA	NA	NA	NA
MSMEG_4457	NA	NA	NA	NA
MSMEG_4458	NA	NA	NA	NA
MSMEG_4459	NA	NA	NA	NA
MSMEG_4460	-3.4256	-3.0467	-3.7867	-3.4462
MSMEG_4461	-0.8667	-1.0	-0.6	-0.6
MSMEG_4462	NA	NA	NA	NA
MSMEG_4463	NA	NA	NA	NA
MSMEG_4464	NA	NA	NA	NA
MSMEG_4465	NA	NA	NA	NA
MSMEG_4466	NA	NA	NA	NA
MSMEG_4467	NA	NA	NA	NA
MSMEG_4468	NA	NA	NA	NA
MSMEG_4469	NA	NA	NA	NA
MSMEG_4470	NA	NA	NA	NA
MSMEG_4471	NA	NA	NA	NA
MSMEG_4472	NA	NA	NA	NA
MSMEG_4473	NA	NA	NA	NA
MSMEG_4474	NA	NA	NA	NA
MSMEG_4475	NA	NA	NA	NA
MSMEG_4476	-3.025	-1.1	-4.95	-3.5
MSMEG_4477	NA	NA	NA	NA
MSMEG_4479	NA	NA	NA	NA
MSMEG_4480	-3.1467	-3.2833	-3.32	-2.725
MSMEG_4481	-3.7136	-3.825	-4.9	-2.4
MSMEG_4482	NA	NA	NA	NA
MSMEG_4483	NA	NA	NA	NA
MSMEG_4484	NA	NA	NA	NA
MSMEG_4485	NA	NA	NA	NA
MSMEG_4486	NA	NA	NA	NA
MSMEG_4487	NA	NA	NA	NA
MSMEG_4488	NA	NA	NA	NA
MSMEG_4489	NA	NA	NA	NA
MSMEG_4490	NA	NA	NA	NA
MSMEG_4491	NA	NA	NA	NA
MSMEG_4492	NA	NA	NA	NA
MSMEG_4493	NA	NA	NA	NA
MSMEG_4494	NA	NA	NA	NA
MSMEG_4495	NA	NA	NA	NA
MSMEG_4496	NA	NA	NA	NA
MSMEG_4497	-0.5	-1.0	0.0	0.0
MSMEG_4498	NA	NA	NA	NA
MSMEG_4499	0.0	0.0	0.0	0.0
MSMEG_4500	NA	NA	NA	NA
MSMEG_4501	NA	NA	NA	NA
MSMEG_4502	NA	NA	NA	NA
MSMEG_4503	NA	NA	NA	NA
MSMEG_4504	-1.76	-2.28	-2.1	-0.9
MSMEG_4505	NA	NA	NA	NA
MSMEG_4506	NA	NA	NA	NA
MSMEG_4507	-1.4	-1.8	-0.6	-0.6
MSMEG_4508	NA	NA	NA	NA
MSMEG_4509	NA	NA	NA	NA
MSMEG_4510	NA	NA	NA	NA
MSMEG_4511	NA	NA	NA	NA
MSMEG_4512	NA	NA	NA	NA
MSMEG_4513	NA	NA	NA	NA
MSMEG_4514	NA	NA	NA	NA
MSMEG_4515	NA	NA	NA	NA
MSMEG_4516	NA	NA	NA	NA
MSMEG_4517	NA	NA	NA	NA
MSMEG_4518	NA	NA	NA	NA
MSMEG_4519	NA	NA	NA	NA
MSMEG_4520	NA	NA	NA	NA
MSMEG_4521	NA	NA	NA	NA
MSMEG_4522	NA	NA	NA	NA
MSMEG_4523	NA	NA	NA	NA
MSMEG_4524	NA	NA	NA	NA
MSMEG_4525	NA	NA	NA	NA
MSMEG_4526	NA	NA	NA	NA
MSMEG_4527	-2.215	-3.5143	-0.6714	-2.5
MSMEG_4528	NA	NA	NA	NA
MSMEG_4529	NA	NA	NA	NA
MSMEG_4530	NA	NA	NA	NA
MSMEG_4531	NA	NA	NA	NA
MSMEG_4532	NA	NA	NA	NA
MSMEG_4533	-2.3632	-2.9	-3.8	-0.3
MSMEG_4534	NA	NA	NA	NA
MSMEG_4535	NA	NA	NA	NA
MSMEG_4536	-1.9053	-2.0571	-3.45	-0.1833
MSMEG_4537	NA	NA	NA	NA
MSMEG_4538	NA	NA	NA	NA
MSMEG_4539	NA	NA	NA	NA
MSMEG_4540	NA	NA	NA	NA
MSMEG_4541	NA	NA	NA	NA
MSMEG_4542	NA	NA	NA	NA
MSMEG_4543	NA	NA	NA	NA
MSMEG_4544	NA	NA	NA	NA
MSMEG_4545	NA	NA	NA	NA
MSMEG_4547	NA	NA	NA	NA
MSMEG_4548	NA	NA	NA	NA
MSMEG_4549	NA	NA	NA	NA
MSMEG_4550	-2.9412	-4.2	-2.8	-1.6
MSMEG_4551	NA	NA	NA	NA
MSMEG_4552	NA	NA	NA	NA
MSMEG_4553	NA	NA	NA	NA
MSMEG_4554	NA	NA	NA	NA
MSMEG_4555	-2.5949	-2.1692	-3.0571	-2.5167
MSMEG_4556	NA	NA	NA	NA
MSMEG_4557	NA	NA	NA	NA
MSMEG_4558	NA	NA	NA	NA
MSMEG_4559	-2.5516	-2.2364	-3.04	-2.41
MSMEG_4560	NA	NA	NA	NA
MSMEG_4561	-2.45	-1.38	-3.85	-2.3667
MSMEG_4563	NA	NA	NA	NA
MSMEG_4564	-1.6333	-2.3	-1.0	-0.9
MSMEG_4565	-2.7824	-2.95	-1.8667	-3.68
MSMEG_4567	NA	NA	NA	NA
MSMEG_4568	NA	NA	NA	NA
MSMEG_4569	NA	NA	NA	NA
MSMEG_4570	NA	NA	NA	NA
MSMEG_4571	-2.64	-6.2	-0.4	0.0
MSMEG_4572	NA	NA	NA	NA
MSMEG_4573	NA	NA	NA	NA
MSMEG_4574	NA	NA	NA	NA
MSMEG_4575	NA	NA	NA	NA
MSMEG_4576	NA	NA	NA	NA
MSMEG_4577	NA	NA	NA	NA
MSMEG_4578	NA	NA	NA	NA
MSMEG_4579	NA	NA	NA	NA
MSMEG_4580	-1.0	-0.65	-1.5667	0.0
MSMEG_4581	NA	NA	NA	NA
MSMEG_4582	NA	NA	NA	NA
MSMEG_4583	NA	NA	NA	NA
MSMEG_4584	NA	NA	NA	NA
MSMEG_4585	NA	NA	NA	NA
MSMEG_4586	NA	NA	NA	NA
MSMEG_4587	NA	NA	NA	NA
MSMEG_4588	NA	NA	NA	NA
MSMEG_4589	NA	NA	NA	NA
MSMEG_4590	NA	NA	NA	NA
MSMEG_4591	NA	NA	NA	NA
MSMEG_4592	NA	NA	NA	NA
MSMEG_4593	NA	NA	NA	NA
MSMEG_4594	NA	NA	NA	NA
MSMEG_4595	-1.8067	-0.5333	-2.64	-2.675
MSMEG_4596	NA	NA	NA	NA
MSMEG_4597	NA	NA	NA	NA
MSMEG_4598	-3.5486	-3.0917	-4.3	-3.2273
MSMEG_4599	-3.5375	-1.2222	-5.1125	-4.7143
MSMEG_4600	NA	NA	NA	NA
MSMEG_4601	NA	NA	NA	NA
MSMEG_4602	NA	NA	NA	NA
MSMEG_4604	-1.85	-1.95	-2.4	0.0
MSMEG_4606	NA	NA	NA	NA
MSMEG_4607	NA	NA	NA	NA
MSMEG_4608	NA	NA	NA	NA
MSMEG_4609	NA	NA	NA	NA
MSMEG_4610	NA	NA	NA	NA
MSMEG_4611	NA	NA	NA	NA
MSMEG_4613	NA	NA	NA	NA
MSMEG_4614	-2.45	-3.0364	-2.2727	-2.0
MSMEG_4617	NA	NA	NA	NA
MSMEG_4618	-0.35	0.0	-0.7	-0.7
MSMEG_4619	NA	NA	NA	NA
MSMEG_4620	NA	NA	NA	NA
MSMEG_4621	NA	NA	NA	NA
MSMEG_4622	NA	NA	NA	NA
MSMEG_4623	NA	NA	NA	NA
MSMEG_4624	NA	NA	NA	NA
MSMEG_4625	-3.0333	-5.2	-0.5333	-2.45
MSMEG_4626	-2.6864	-2.8	-2.2143	-3.0286
MSMEG_4627	NA	NA	NA	NA
MSMEG_4628	-3.3424	-3.5417	-2.5182	-4.01
MSMEG_4630	NA	NA	NA	NA
MSMEG_4631	0.0	0.0	0.0	0.0
MSMEG_4632	NA	NA	NA	NA
MSMEG_4633	NA	NA	NA	NA
MSMEG_4634	NA	NA	NA	NA
MSMEG_4635	NA	NA	NA	NA
MSMEG_4636	NA	NA	NA	NA
MSMEG_4637	NA	NA	NA	NA
MSMEG_4638	NA	NA	NA	NA
MSMEG_4639	NA	NA	NA	NA
MSMEG_4640	-2.675	-1.9	-5.0333	-0.3
MSMEG_4641	NA	NA	NA	NA
MSMEG_4642	NA	NA	NA	NA
MSMEG_4643	-3.535	-3.7143	-4.2286	-2.5167
MSMEG_4644	NA	NA	NA	NA
MSMEG_4645	-1.9083	-2.8	-1.0	-1.6333
MSMEG_4646	-2.41	-2.05	-3.7667	-1.5333
MSMEG_4647	-1.1571	-1.6333	-1.1	-0.5
MSMEG_4648	NA	NA	NA	NA
MSMEG_4649	NA	NA	NA	NA
MSMEG_4650	NA	NA	NA	NA
MSMEG_4651	NA	NA	NA	NA
MSMEG_4652	NA	NA	NA	NA
MSMEG_4653	NA	NA	NA	NA
MSMEG_4654	NA	NA	NA	NA
MSMEG_4655	-0.85	-0.75	-1.9	0.0
MSMEG_4656	NA	NA	NA	NA
MSMEG_4657	-2.7	-4.05	0.0	0.0
MSMEG_4658	-3.42	-5.45	-2.4	-1.4
MSMEG_4659	-2.6667	-7.0	-1.0	0.0
MSMEG_4660	NA	NA	NA	NA
MSMEG_4661	-2.75	-2.2	-5.8	-0.8
MSMEG_4662	NA	NA	NA	NA
MSMEG_4663	NA	NA	NA	NA
MSMEG_4664	NA	NA	NA	NA
MSMEG_4665	NA	NA	NA	NA
MSMEG_4666	NA	NA	NA	NA
MSMEG_4667	NA	NA	NA	NA
MSMEG_4668	NA	NA	NA	NA
MSMEG_4669	NA	NA	NA	NA
MSMEG_4670	NA	NA	NA	NA
MSMEG_4671	-2.95	-2.875	-4.32	-0.7667
MSMEG_4672	NA	NA	NA	NA
MSMEG_4673	0.0	0.0	0.0	0.0
MSMEG_4674	NA	NA	NA	NA
MSMEG_4677	NA	NA	NA	NA
MSMEG_4678	NA	NA	NA	NA
MSMEG_4679	-2.9533	-3.1	-2.6533	-3.1071
MSMEG_4680	NA	NA	NA	NA
MSMEG_4681	NA	NA	NA	NA
MSMEG_4682	NA	NA	NA	NA
MSMEG_4683	NA	NA	NA	NA
MSMEG_4684	NA	NA	NA	NA
MSMEG_4685	NA	NA	NA	NA
MSMEG_4686	NA	NA	NA	NA
MSMEG_4687	NA	NA	NA	NA
MSMEG_4688	NA	NA	NA	NA
MSMEG_4689	-1.9333	-1.1	-2.35	0.0
MSMEG_4690	NA	NA	NA	NA
MSMEG_4691	NA	NA	NA	NA
MSMEG_4692	NA	NA	NA	NA
MSMEG_4693	NA	NA	NA	NA
MSMEG_4694	-1.9	-1.9	-0.2	-5.3
MSMEG_4695	NA	NA	NA	NA
MSMEG_4696	NA	NA	NA	NA
MSMEG_4697	NA	NA	NA	NA
MSMEG_4698	-2.2667	-3.05	-2.3333	-0.6
MSMEG_4699	-2.625	-3.3333	-1.5667	-3.15
MSMEG_4700	-2.9667	-5.4	-2.3333	0.0
MSMEG_4701	NA	NA	NA	NA
MSMEG_4702	NA	NA	NA	NA
MSMEG_4703	NA	NA	NA	NA
MSMEG_4704	NA	NA	NA	NA
MSMEG_4705	-4.55	-7.5	-1.6	-1.6
MSMEG_4707	NA	NA	NA	NA
MSMEG_4708	NA	NA	NA	NA
MSMEG_4709	NA	NA	NA	NA
MSMEG_4710	NA	NA	NA	NA
MSMEG_4711	NA	NA	NA	NA
MSMEG_4712	-3.3	-2.16	-3.04	-5.6333
MSMEG_4713	NA	NA	NA	NA
MSMEG_4714	NA	NA	NA	NA
MSMEG_4715	NA	NA	NA	NA
MSMEG_4716	NA	NA	NA	NA
MSMEG_4717	NA	NA	NA	NA
MSMEG_4718	0.0	0.0	0.0	0.0
MSMEG_4719	NA	NA	NA	NA
MSMEG_4720	NA	NA	NA	NA
MSMEG_4721	NA	NA	NA	NA
MSMEG_4722	NA	NA	NA	NA
MSMEG_4723	-2.08	-2.5143	-1.1429	-2.6667
MSMEG_4724	NA	NA	NA	NA
MSMEG_4726	NA	NA	NA	NA
MSMEG_4727	NA	NA	NA	NA
MSMEG_4728	NA	NA	NA	NA
MSMEG_4729	NA	NA	NA	NA
MSMEG_4730	NA	NA	NA	NA
MSMEG_4731	NA	NA	NA	NA
MSMEG_4732	NA	NA	NA	NA
MSMEG_4733	NA	NA	NA	NA
MSMEG_4734	NA	NA	NA	NA
MSMEG_4735	NA	NA	NA	NA
MSMEG_4736	NA	NA	NA	NA
MSMEG_4737	-2.4704	-2.73	-2.5778	-2.025
MSMEG_4738	-3.3308	-2.82	-4.34	-2.5
MSMEG_4739	NA	NA	NA	NA
MSMEG_4740	-3.3	-4.95	0.0	0.0
MSMEG_4741	NA	NA	NA	NA
MSMEG_4742	-1.125	-1.4	-1.7	0.0
MSMEG_4743	-1.675	-3.35	0.0	0.0
MSMEG_4744	NA	NA	NA	NA
MSMEG_4745	NA	NA	NA	NA
MSMEG_4747	NA	NA	NA	NA
MSMEG_4748	-1.5667	-1.8667	-1.9	0.0
MSMEG_4749	NA	NA	NA	NA
MSMEG_4750	NA	NA	NA	NA
MSMEG_4751	-1.775	-0.4	-3.15	-6.3
MSMEG_4752	0.0	0.0	0.0	0.0
MSMEG_4753	-2.5667	-3.9	-1.9	0.0
MSMEG_4754	NA	NA	NA	NA
MSMEG_4755	NA	NA	NA	NA
MSMEG_4756	NA	NA	NA	NA
MSMEG_4757	NA	NA	NA	NA
MSMEG_4758	NA	NA	NA	NA
MSMEG_4759	NA	NA	NA	NA
MSMEG_4760	NA	NA	NA	NA
MSMEG_4761	NA	NA	NA	NA
MSMEG_4762	NA	NA	NA	NA
MSMEG_4763	-2.5476	-3.1	-1.8875	-2.7833
MSMEG_4764	NA	NA	NA	NA
MSMEG_4765	NA	NA	NA	NA
MSMEG_4766	NA	NA	NA	NA
MSMEG_4767	0.0	0.0	0.0	0.0
MSMEG_4768	NA	NA	NA	NA
MSMEG_4769	NA	NA	NA	NA
MSMEG_4770	NA	NA	NA	NA
MSMEG_4771	-2.1667	-2.0	-2.1714	-2.3833
MSMEG_4772	NA	NA	NA	NA
MSMEG_4773	NA	NA	NA	NA
MSMEG_4774	NA	NA	NA	NA
MSMEG_4775	NA	NA	NA	NA
MSMEG_4776	0.0	0.0	0.0	0.0
MSMEG_4777	NA	NA	NA	NA
MSMEG_4778	NA	NA	NA	NA
MSMEG_4779	-3.4	-5.1	0.0	0.0
MSMEG_4780	NA	NA	NA	NA
MSMEG_4781	NA	NA	NA	NA
MSMEG_4782	NA	NA	NA	NA
MSMEG_4783	NA	NA	NA	NA
MSMEG_4784	-2.95	-0.5	-5.4	-5.4
MSMEG_4785	NA	NA	NA	NA
MSMEG_4786	NA	NA	NA	NA
MSMEG_4787	NA	NA	NA	NA
MSMEG_4788	NA	NA	NA	NA
MSMEG_4789	NA	NA	NA	NA
MSMEG_4790	NA	NA	NA	NA
MSMEG_4791	-2.7333	-3.1667	-2.95	-1.65
MSMEG_4792	NA	NA	NA	NA
MSMEG_4793	NA	NA	NA	NA
MSMEG_4794	NA	NA	NA	NA
MSMEG_4795	NA	NA	NA	NA
MSMEG_4796	NA	NA	NA	NA
MSMEG_4797	NA	NA	NA	NA
MSMEG_4798	NA	NA	NA	NA
MSMEG_4799	NA	NA	NA	NA
MSMEG_4800	-2.85	-0.65	-5.05	-6.5
MSMEG_4801	NA	NA	NA	NA
MSMEG_4802	NA	NA	NA	NA
MSMEG_4803	NA	NA	NA	NA
MSMEG_4804	-1.25	-2.5	0.0	0.0
MSMEG_4805	NA	NA	NA	NA
MSMEG_4806	NA	NA	NA	NA
MSMEG_4807	-3.5545	-6.125	-1.35	-3.0667
MSMEG_4808	NA	NA	NA	NA
MSMEG_4809	NA	NA	NA	NA
MSMEG_4810	NA	NA	NA	NA
MSMEG_4811	NA	NA	NA	NA
MSMEG_4812	NA	NA	NA	NA
MSMEG_4813	NA	NA	NA	NA
MSMEG_4814	NA	NA	NA	NA
MSMEG_4815	NA	NA	NA	NA
MSMEG_4816	NA	NA	NA	NA
MSMEG_4817	NA	NA	NA	NA
MSMEG_4818	NA	NA	NA	NA
MSMEG_4819	NA	NA	NA	NA
MSMEG_4820	NA	NA	NA	NA
MSMEG_4821	NA	NA	NA	NA
MSMEG_4822	NA	NA	NA	NA
MSMEG_4823	NA	NA	NA	NA
MSMEG_4824	NA	NA	NA	NA
MSMEG_4825	NA	NA	NA	NA
MSMEG_4826	NA	NA	NA	NA
MSMEG_4827	NA	NA	NA	NA
MSMEG_4828	NA	NA	NA	NA
MSMEG_4829	-1.7667	-2.65	0.0	0.0
MSMEG_4830	NA	NA	NA	NA
MSMEG_4831	NA	NA	NA	NA
MSMEG_4832	NA	NA	NA	NA
MSMEG_4833	NA	NA	NA	NA
MSMEG_4834	NA	NA	NA	NA
MSMEG_4835	-3.5171	-3.7929	-4.4357	-2.2308
MSMEG_4836	NA	NA	NA	NA
MSMEG_4837	NA	NA	NA	NA
MSMEG_4838	NA	NA	NA	NA
MSMEG_4839	-1.95	-0.65	-2.7667	-2.1
MSMEG_4840	NA	NA	NA	NA
MSMEG_4841	NA	NA	NA	NA
MSMEG_4842	NA	NA	NA	NA
MSMEG_4843	NA	NA	NA	NA
MSMEG_4844	NA	NA	NA	NA
MSMEG_4845	NA	NA	NA	NA
MSMEG_4846	NA	NA	NA	NA
MSMEG_4847	0.0	0.0	0.0	0.0
MSMEG_4848	NA	NA	NA	NA
MSMEG_4849	-1.725	-1.35	-4.2	0.0
MSMEG_4850	NA	NA	NA	NA
MSMEG_4851	NA	NA	NA	NA
MSMEG_4852	NA	NA	NA	NA
MSMEG_4853	NA	NA	NA	NA
MSMEG_4854	NA	NA	NA	NA
MSMEG_4855	NA	NA	NA	NA
MSMEG_4856	NA	NA	NA	NA
MSMEG_4857	NA	NA	NA	NA
MSMEG_4858	NA	NA	NA	NA
MSMEG_4859	NA	NA	NA	NA
MSMEG_4860	NA	NA	NA	NA
MSMEG_4861	NA	NA	NA	NA
MSMEG_4862	NA	NA	NA	NA
MSMEG_4863	NA	NA	NA	NA
MSMEG_4864	NA	NA	NA	NA
MSMEG_4865	NA	NA	NA	NA
MSMEG_4866	NA	NA	NA	NA
MSMEG_4867	NA	NA	NA	NA
MSMEG_4868	0.0	0.0	0.0	0.0
MSMEG_4869	NA	NA	NA	NA
MSMEG_4870	NA	NA	NA	NA
MSMEG_4871	NA	NA	NA	NA
MSMEG_4872	NA	NA	NA	NA
MSMEG_4873	NA	NA	NA	NA
MSMEG_4874	NA	NA	NA	NA
MSMEG_4875	NA	NA	NA	NA
MSMEG_4876	NA	NA	NA	NA
MSMEG_4877	NA	NA	NA	NA
MSMEG_4878	NA	NA	NA	NA
MSMEG_4879	NA	NA	NA	NA
MSMEG_4880	-2.6647	-2.6833	-2.7667	-2.52
MSMEG_4881	NA	NA	NA	NA
MSMEG_4882	NA	NA	NA	NA
MSMEG_4883	NA	NA	NA	NA
MSMEG_4884	NA	NA	NA	NA
MSMEG_4885	NA	NA	NA	NA
MSMEG_4886	NA	NA	NA	NA
MSMEG_4887	NA	NA	NA	NA
MSMEG_4888	NA	NA	NA	NA
MSMEG_4889	NA	NA	NA	NA
MSMEG_4890	NA	NA	NA	NA
MSMEG_4891	-0.8	-1.2	0.0	0.0
MSMEG_4892	NA	NA	NA	NA
MSMEG_4893	NA	NA	NA	NA
MSMEG_4894	NA	NA	NA	NA
MSMEG_4895	NA	NA	NA	NA
MSMEG_4896	NA	NA	NA	NA
MSMEG_4898	NA	NA	NA	NA
MSMEG_4899	NA	NA	NA	NA
MSMEG_4900	NA	NA	NA	NA
MSMEG_4901	NA	NA	NA	NA
MSMEG_4902	NA	NA	NA	NA
MSMEG_4903	NA	NA	NA	NA
MSMEG_4904	-2.5	-3.9	-2.3	-0.1
MSMEG_4905	NA	NA	NA	NA
MSMEG_4906	NA	NA	NA	NA
MSMEG_4907	-3.8381	-4.3625	-4.4714	-2.4
MSMEG_4908	NA	NA	NA	NA
MSMEG_4909	NA	NA	NA	NA
MSMEG_4910	NA	NA	NA	NA
MSMEG_4911	NA	NA	NA	NA
MSMEG_4912	NA	NA	NA	NA
MSMEG_4913	NA	NA	NA	NA
MSMEG_4914	NA	NA	NA	NA
MSMEG_4915	NA	NA	NA	NA
MSMEG_4916	-3.0	-2.8	-4.7	0.0
MSMEG_4917	-3.1946	-3.3615	-2.8333	-3.375
MSMEG_4918	NA	NA	NA	NA
MSMEG_4919	NA	NA	NA	NA
MSMEG_4920	NA	NA	NA	NA
MSMEG_4921	NA	NA	NA	NA
